x,y,weight
-8.726236604070635,-7.8346544446894715,0.0010080645161290322
-5.214726744013756,-7.8346544446894715,0.0020161290322580645
-1.7348207854067799,-7.8346544446894715,0.004032258064516129
1.7348207854067799,-7.8346544446894715,0.004032258064516129
5.214726744013756,-7.8346544446894715,0.0020161290322580645
8.726236604070635,-7.8346544446894715,0.0010080645161290322
-12.293318055861839,-4.980989283256508,0.0010080645161290322
-8.726236604070635,-4.980989283256508,0.004032258064516129
-5.214726744013756,-4.980989283256508,0.010080645161290322
-1.7348207854067799,-4.980989283256508,0.016129032258064516
1.7348207854067799,-4.980989283256508,0.016129032258064516
5.214726744013756,-4.980989283256508,0.010080645161290322
8.726236604070635,-4.980989283256508,0.004032258064516129
12.293318055861839,-4.980989283256508,0.0010080645161290322
-12.293318055861839,-2.1717813952110046,0.0020161290322580645
-8.726236604070635,-2.1717813952110046,0.010080645161290322
-5.214726744013756,-2.1717813952110046,0.02620967741935484
-1.7348207854067799,-2.1717813952110046,0.04233870967741935
1.7348207854067799,-2.1717813952110046,0.04233870967741935
5.214726744013756,-2.1717813952110046,0.02620967741935484
8.726236604070635,-2.1717813952110046,0.010080645161290322
12.293318055861839,-2.1717813952110046,0.0020161290322580645
-12.293318055861839,0.6121433716745761,0.004032258064516129
-8.726236604070635,0.6121433716745761,0.016129032258064516
-5.214726744013756,0.6121433716745761,0.04233870967741935
-1.7348207854067799,0.6121433716745761,0.06854838709677419
1.7348207854067799,0.6121433716745761,0.06854838709677419
5.214726744013756,0.6121433716745761,0.04233870967741935
8.726236604070635,0.6121433716745761,0.016129032258064516
12.293318055861839,0.6121433716745761,0.004032258064516129
-12.293318055861839,3.387856628325424,0.004032258064516129
-8.726236604070635,3.387856628325424,0.016129032258064516
-5.214726744013756,3.387856628325424,0.04233870967741935
-1.7348207854067799,3.387856628325424,0.06854838709677419
1.7348207854067799,3.387856628325424,0.06854838709677419
5.214726744013756,3.387856628325424,0.04233870967741935
8.726236604070635,3.387856628325424,0.016129032258064516
12.293318055861839,3.387856628325424,0.004032258064516129
-12.293318055861839,6.1717813952110046,0.0020161290322580645
-8.726236604070635,6.1717813952110046,0.010080645161290322
-5.214726744013756,6.1717813952110046,0.02620967741935484
-1.7348207854067799,6.1717813952110046,0.04233870967741935
1.7348207854067799,6.1717813952110046,0.04233870967741935
5.214726744013756,6.1717813952110046,0.02620967741935484
8.726236604070635,6.1717813952110046,0.010080645161290322
12.293318055861839,6.1717813952110046,0.0020161290322580645
-12.293318055861839,8.980989283256509,0.0010080645161290322
-8.726236604070635,8.980989283256509,0.004032258064516129
-5.214726744013756,8.980989283256509,0.010080645161290322
-1.7348207854067799,8.980989283256509,0.016129032258064516
1.7348207854067799,8.980989283256509,0.016129032258064516
5.214726744013756,8.980989283256509,0.010080645161290322
8.726236604070635,8.980989283256509,0.004032258064516129
12.293318055861839,8.980989283256509,0.0010080645161290322
-8.726236604070635,11.834654444689471,0.0010080645161290322
-5.214726744013756,11.834654444689471,0.0020161290322580645
-1.7348207854067799,11.834654444689471,0.004032258064516129
1.7348207854067799,11.834654444689471,0.004032258064516129
5.214726744013756,11.834654444689471,0.0020161290322580645
8.726236604070635,11.834654444689471,0.0010080645161290322
